DOMAIN	Anaeromyces-like_sp_C3J_Trinity	Anaeromyces_robustus_S4	Anaeromyces_sp_C3G_Trinity	Anaeromyces_sp_G3G_Trinity	Anaeromyces_sp_Na_Trinity	Anaeromyces_sp_O2_Trinity	Caecomyces_sp_Brit4_Trinity	Caecomyces_sp_Iso3_Trinity	Chytriomyces_sp_MP71	Entophlyctis_helioformis_JEL805	Gaertneriomyces_semiglobifer_Barr_43	Gonapodya_prolifera_JEL478	Neocallimastix_californiae_G1	Neocallimastix_frontalis_Hef5_Trinity	Neocallimastix_sp_G3_Trinity	Orpinomyces_sp_D3A_Trinity	Orpinomyces_sp_D3B_Trinity	Orpinomyces_sp_D4C_Trinity	Pecoramyces_ruminantium_C1A	Pecoramyces_sp_FS3C_Trinity	Pecoramyces_sp_FX4B_Trinity	Pecoramyces_sp_S4B_Trinity	Pecoramyces_sp_YC3_Trinity	Piromyces_finnis	Piromyces_sp_A1_Trinity	Piromyces_sp_B4_Trinity	Piromyces_sp_B5_Trinity	Piromyces_sp_E2	Rhizoclosmatium_globosum_primary	Feramyces_austinii_WSF2c_Trinity	Feramyces_austinii_WSF3a_Trinity
Dzip-like_N	2	1	1	0	3	0	0	0	0	1	1	0	1	3	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0
BROMI	0	1	0	0	0	0	0	1	1	3	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0
Fic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
PCRF	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0
CCDC24	0	1	0	0	0	0	0	3	1	0	0	0	1	6	0	0	0	0	0	0	1	0	1	1	0	2	0	0	1	0	0
B12-binding	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	3	0	0
AAA_28	0	0	0	0	0	0	1	2	1	0	1	0	0	2	1	0	0	0	1	0	1	1	1	0	0	2	0	0	0	0	0
EKR	3	1	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	3	1	0	0	0
DUF2151	2	1	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1
POT1PC	0	1	0	0	0	0	0	2	1	1	1	1	1	3	1	0	0	0	0	2	1	0	1	1	0	0	0	0	1	0	1
Viral_Rep	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	7
Lebercilin	0	0	0	0	0	0	0	0	2	1	0	1	0	3	0	0	0	0	1	0	0	1	1	1	0	0	0	1	2	0	0
Kazal_2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA_pol3_alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0
UbiA	0	0	0	0	0	0	0	0	1	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	7	3	0	2	0	0
ESX-1_EspG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0
Ipi1_N	0	1	1	0	0	5	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0
Ribosomal_S27e	0	2	0	0	1	2	0	0	2	1	1	2	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0
Frizzled	0	0	0	0	0	1	1	3	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	1
Cnd1_N	0	1	0	0	0	2	0	2	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0
UNC-93	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	8	0	0
Patched	1	0	0	1	0	0	0	2	1	0	1	2	2	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1
DUF4209	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0
CAP59_mtransfer	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	2	5	1	0	0	0
Nramp	0	0	0	0	0	0	0	0	5	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	0
Pyridox_oxase_2	1	2	0	0	0	0	0	0	2	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Pox_A32	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PigN	0	0	0	0	0	0	0	0	1	2	2	0	1	3	1	0	0	0	1	1	2	4	1	0	0	0	0	0	1	0	0
Nodulin-like	0	0	0	0	0	0	0	1	4	4	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DUF4490	0	1	0	0	0	0	0	0	1	1	1	1	4	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0
ATG2_CAD	0	1	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	1	2	1	1	2	0	0	0	0	0	1	0	0
NADHdh	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	9	4	0	1	0	0
Cadherin_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	2
E3_binding	0	0	0	0	0	0	0	0	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0
TIMELESS_C	1	1	2	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0
Ribosomal_L37e	0	2	0	0	0	0	0	0	1	1	2	1	2	0	0	0	0	0	1	0	0	0	0	2	0	2	2	1	1	0	0
Abhydrolase_4	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	3	0	0
BCDHK_Adom3	0	0	0	0	0	0	0	0	3	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DUF1910	2	1	2	3	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
Polyketide_cyc	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0
Gemin7	0	1	0	0	0	0	0	2	0	0	1	0	0	2	2	1	1	1	0	1	0	1	0	0	1	2	0	0	1	0	0
Collagen_mid	2	0	2	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cellulose_synt	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0
PmbA_TldD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0
Acetyltransf_2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	11	0	0
GT87	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0
60KD_IMP	0	1	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0
TIP_N	0	1	0	1	0	0	0	2	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	1	2	0	1	0	0	0
Stn1	2	0	2	1	2	2	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRAQ	0	1	0	0	0	0	1	4	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0
GPI-anchored	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	1	2	0	0
ABM	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
MPC	0	0	0	0	0	0	0	1	4	4	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
RRM_occluded	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	1	0	3	1
SMG1	0	1	0	0	0	0	0	0	2	1	1	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	6	0	0	1	0
S1-P1_nuclease	0	0	0	0	0	0	0	0	3	7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
zf-CCHC_6	2	0	2	2	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0
PduV-EutP	1	1	1	0	0	1	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0
FANCI_HD1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	4	0	0	1	1	0	0	0	1	1	0	0
DUF1776	0	1	0	0	0	0	0	0	4	3	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1
MEKHLA	0	0	0	0	0	0	0	0	1	0	1	0	1	3	1	0	1	1	0	1	1	1	1	1	0	0	0	0	2	1	0
CCDC92	0	1	0	0	0	0	0	0	1	1	1	1	1	3	0	0	0	0	1	0	0	1	0	1	0	2	0	1	1	1	0
DNA_pol_A	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0
TFIIIC_delta	0	1	0	0	0	0	0	2	0	1	1	1	1	3	2	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0
DUF4506	0	1	0	0	0	0	0	4	0	1	1	0	1	0	1	0	0	2	1	1	0	1	0	1	0	0	0	0	0	1	0
RNA_pol_I_TF	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	6	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0
ROK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0
DEDD_Tnp_IS110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0
Glycohydro_20b2	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Pirin_C	0	0	0	0	0	0	0	0	5	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Tnp_22_dsRBD	0	0	4	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
GAF_3	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	3	0	0
DUF1911	2	1	2	2	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
DUF732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0
Ribosomal_L38e	0	1	0	0	0	0	3	0	2	1	3	1	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0
Peptidase_C39_2	0	0	0	0	0	0	4	6	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1
HTH_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
DUF4299	2	1	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0
Med13_C	2	1	1	0	0	1	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0
RRF	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0
MR_MLE_C	0	0	0	0	0	0	0	2	1	1	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0
EF_TS	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
Glyco_transf_28	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	4	0	0
COX1	0	0	1	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0
DUF4591	2	0	0	1	1	0	0	1	1	1	1	0	0	3	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0
CoA_trans	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	2	0	1
CATSPERG	0	1	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	2
PLAC8	0	0	1	0	0	0	0	0	2	4	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Med25_VWA	1	1	1	0	0	0	0	3	0	0	0	0	2	3	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
NAD_binding_7	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0
hEGF	4	0	0	2	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0
TrkA_N	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0
Glyco_hydro_20b	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
IPT	0	1	0	0	0	0	0	1	0	1	0	0	1	3	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1
HNH	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0
Med13_N	2	1	1	1	1	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
Ribosomal_L21p	2	0	0	3	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Stig1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
SDH_beta	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	4	0	0
DUF1945	6	0	2	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipoxygenase	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0
PDZ_1	0	0	0	0	0	0	0	0	3	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
TPR_3	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	5	4	1	0	0	0
PAS_3	0	0	0	0	0	0	0	0	1	2	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
PDR_CDR	0	0	0	0	0	0	0	0	4	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
PEP_mutase	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	2	0	2
QLQ	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	2	1	1	0	0
G6PD_C	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	1	0	0
Fer4_4	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0
PAM2	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	1	0	1	1	0	2	0	1	0	0	0
LicD	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
LtrA	0	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
Talin_middle	0	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	2	1	0	0	0
Methyltransf_33	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0	2	2	2	0	0	0	0
DUF1573	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	0	0	2	0	0	0	0	0	0	1	3	0	0	0	1
Solute_trans_a	0	0	0	0	0	0	0	0	6	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LKAAEAR	0	1	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	2	0	0	2	1	1	0	0	0	1	1	1	0
DUF2262	1	2	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	2	1	1	1	1	0	0	2	2	0	0	0	0
DinB_2	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	2	0	0
Ribosomal_L12_N	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1
Glyco_hydro_35	0	0	0	0	0	0	0	0	5	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Senescence_reg	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	5	1	1	1	0	1	2	0	0	0	0	0
NIR_SIR	0	0	0	0	0	0	0	0	3	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0
Mur_ligase_C	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0
SAGA-Tad1	0	1	0	0	0	0	1	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1
MHYT	0	0	0	0	0	0	0	0	8	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SSB	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	2	0	0
Lumazine_bd_2	0	0	0	0	0	0	2	2	0	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1
BRCA2	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
Glyco_hydro_42	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	5	0	0
Sulfotransfer_3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	3	0	4	0	0
BTAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	5	4	0	0	0	0
LepA_C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0
FANCI_S1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	4	0	0	0	1	0	0	1	0	1	0	0
UPF0182	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0
TK	0	0	1	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0
DND1_DSRM	1	0	1	1	1	0	0	2	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PSII	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	7	4	0	0	0	0
PhdYeFM_antitox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0
Branch	0	0	0	0	0	0	0	0	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
Sigma70_r3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	1
TPMT	0	0	0	0	0	0	0	0	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0
Arabino_trans_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0
ACAS_N	0	0	0	0	0	0	0	0	3	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SWIM	0	1	1	0	0	0	0	1	1	1	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0
Mce4_CUP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0
OAD_gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0
CDC24_OB2	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0
Sigma54_activ_2	2	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1
Glyco_hydro_77	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
Orf78	1	0	0	3	0	4	0	1	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1
FSIP1	0	0	0	0	0	0	0	1	1	1	1	0	1	2	0	0	0	0	0	1	1	1	0	1	0	2	0	1	0	0	0
Glyco_hydro_cc	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	1	1	0	1	0	0	0	0	1	1
FWWh	0	1	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0
HC2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	3	2	0	0	0	0
Glyoxal_oxid_N	0	0	0	0	0	0	0	0	5	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LAG1-DNAbind	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	4	0	1	0	0	0
Urm1	0	1	0	0	0	0	0	2	1	1	1	1	1	2	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0
GrpB	0	1	0	0	0	0	1	4	0	0	0	0	1	2	0	0	0	0	0	1	1	1	0	0	0	2	1	0	0	0	0
Gln-synt_N	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
PhoU	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0
Actin_micro	0	1	0	0	0	1	0	2	0	0	1	0	2	0	0	0	0	1	1	1	2	0	1	1	0	0	0	1	0	0	0
F420H2_quin_red	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	0	0
C1_2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0
FGE-sulfatase	0	0	0	0	0	0	0	0	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0
An_peroxidase	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	1
Cna_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4F5	0	2	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
Peptidase_S66	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0
UPF0564	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	2
ThiS	0	0	0	0	0	0	0	0	2	0	2	1	1	2	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1	0	0
UPF0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0
fn3_5	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Ribosomal_L12	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
LytR_cpsA_psr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0
Acetate_kinase	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
SecA_PP_bind	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	2	1	0	0	2
zf-LSD1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	1	1
BCS1_N	0	0	0	0	0	0	0	0	2	3	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cyclophil_like	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	1	0	2	0	0	0	0	0	1
HTH_IclR	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	5	0	0	3	0
Complex1_LYR_2	0	0	0	0	0	0	0	0	2	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RecT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	6	0	0	0	0
GTP1_OBG	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
HET	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Vezatin	1	0	1	0	0	2	0	0	1	1	1	0	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1
CP_ATPgrasp_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	1
PepX_C	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	1	1
Cytochrom_C	0	0	0	0	0	0	1	1	1	1	3	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
HATPase_c_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer4_21	2	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
HTH_AraC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0
RdRP	0	0	0	0	0	0	0	0	4	1	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
